game,r_squared
1,0.346008711402
2,0.45988226669
3,0.568158099017
4,0.634623512161
5,0.695131102294
6,0.734483353459
7,0.786098412972
8,0.824044764533
9,0.866172158013
10,0.88731887183
11,0.912819130585
12,0.92578057616
13,0.943880455408
14,0.959925392444
15,0.980714162498
16,1.0
