games, r_squared, odds better team wins
0,0.532711902113,1.0
1,0.688253615128,1.0
2,0.76872080089,1.0
3,0.816640711902,1.0
4,0.851773081201,1.0
5,0.874180200222,1.0
6,0.889552836485,1.0
7,0.901036707453,1.0
8,0.912053392659,1.0
9,0.923368186874,1.0
10,0.929592880979,1.0
11,0.936382647386,1.0
12,0.940177975528,1.0
13,0.946122358176,1.0
14,0.95033592881,1.0
15,0.953361512792,1.0
16,0.957659621802,1.0
17,0.960364849833,1.0
18,0.962540600667,1.0
19,0.964618464961,1.0
20,0.965975528365,1.0
21,0.968262513904,1.0
22,0.969681868743,1.0
23,0.971296996663,1.0
24,0.972711902113,1.0
25,0.974656284761,1.0
26,0.975581757508,1.0
27,0.976600667408,1.0
28,0.977472747497,1.0
29,0.978687430478,1.0
30,0.979688542825,1.0
31,0.980529477197,1.0
32,0.981583982202,1.0
33,0.98226028921,1.0
34,0.982820912125,1.0
35,0.983572858732,1.0
36,0.984409343715,1.0
37,0.984872080089,1.0
38,0.985392658509,1.0
39,0.985619577308,1.0
40,0.986255839822,1.0
41,0.986402669633,1.0
42,0.98688320356,1.0
43,0.987448275862,1.0
44,0.988146829811,1.0
45,0.988444938821,1.0
46,0.988649610679,1.0
47,0.988956618465,1.0
48,0.98936596218,1.0
49,0.990006674082,1.0
50,0.990313681869,1.0
51,0.990660734149,1.0
52,0.991101223582,1.0
53,0.991537263626,1.0
54,0.991866518354,1.0
55,0.992129032258,1.0
56,0.992538375973,1.0
57,0.992787541713,1.0
58,0.993196885428,1.0
59,0.993459399333,1.0
60,0.993948832036,1.0
61,0.994122358176,1.0
62,0.994331479422,1.0
63,0.994580645161,1.0
64,0.994838709677,1.0
65,0.99515461624,1.0
66,0.995377085651,1.0
67,0.995612903226,1.0
68,0.995933259177,1.0
69,0.996111234705,1.0
70,0.996449388209,1.0
71,0.996756395996,1.0
72,0.997076751947,1.0
73,0.997521690768,1.0
74,0.997748609566,1.0
75,0.997971078977,1.0
76,0.998238042269,1.0
77,0.998367074527,1.0
78,0.998562847608,1.0
79,0.998923248053,1.0
80,0.999332591769,1.0
81,1.0,1.0
